order,year,month,date,season,location,type1,type,tempW,distance,tempA,rainfall,KMnO,pH,Turb,FreeCl,THMs,CHCl3,BDCM,DBCM,CH,DBAN,DCAN,TCAN,HAAs,HANs,address1,Longitude,Latitude
511,2019,6,04/06/19,Summer,YD,2,Tank,19,3.8,22.6,0,0.6,7.3,0.07,0.12,0.037,0.023,0.01,0.004,0.0016,0,0.0011,0,0.003,0.0011,?????? ?????? 898-1,126.8472014,37.5303677
513,2019,5,07/05/19,Spring,GA,0,DWTP,15.7,0,15,0,1.3,7.2,0.09,0.28,0.025,0.015,0.007,0.003,0,0,0,0,0.002,0,??????????,127.1724669,37.5198224
514,2019,5,07/05/19,Spring,GA,1,Tap,15.8,12,15,0,1.3,7.3,0.07,0.2,0.026,0.016,0.007,0.003,0,0,0,0,0.002,0,?????? ?????? 250-3,127.1459837,37.4919352
515,2019,5,07/05/19,Spring,GA,2,Tank,16.6,12,15,0,1.3,7.3,0.07,0.09,0.027,0.016,0.008,0.003,0.0006,0,0.0005,0,0.002,0.0005,?????? ??????8?? 8,127.1445265,37.4909346
517,2019,5,07/05/19,Spring,AS,0,DWTP,16.7,0,15,0,1.6,7.2,0.08,0.43,0.019,0.01,0.007,0.002,0,0,0,0,0,0,??????????,127.1419079,37.56223559
518,2019,5,07/05/19,Spring,AS,1,Tap,16.8,2.6,15,0,1.6,7.3,0.07,0.28,0.027,0.014,0.009,0.004,0,0,0,0,0.003,0,?????? ?????????? 2633,127.0378324,37.4854474
519,2019,5,07/05/19,Spring,AS,2,Tank,19,3.7,15,0,1.9,7.2,0.08,0.18,0.029,0.015,0.01,0.004,0,0,0.0006,0,0.003,0.0006,?????? ?????????? 2633,127.0378324,37.4854474
521,2019,4,02/04/19,Spring,GU,0,DWTP,10.2,0,6.7,0,1.3,7,0.07,0.34,0.019,0.011,0.006,0.002,0,0,0,0,0,0,??????????,127.093008,37.544212
522,2019,4,02/04/19,Spring,GU,1,Tap,12.3,12.3,6.7,0,0.9,7,0.07,0.21,0.023,0.012,0.007,0.004,0,0,0,0,0.004,0,?????? ???? 624-16,127.0349059,37.6452102
523,2019,4,02/04/19,Spring,GU,2,Tank,11.5,13.2,6.7,0,1.3,7.1,0.09,0.1,0.026,0.013,0.009,0.004,0.0017,0,0.0008,0,0.004,0.0008,?????? ??????69?? 132,127.0507402,37.6581765
525,2019,4,02/04/19,Spring,DD,0,DWTP,10.4,0,6.7,0,1.3,7.1,0.07,0.41,0.021,0.013,0.006,0.002,0,0,0,0,0,0,??????????,127.0419434,37.5402628
526,2019,4,02/04/19,Spring,DD,1,Tap,8.9,2.6,6.7,0,1.3,7.4,0.07,0.22,0.025,0.014,0.008,0.003,0.0013,0.0005,0.0008,0,0.003,0.0013,?????? ?????? 61-46,127.0230219,37.557572
527,2019,4,02/04/19,Spring,DD,2,Tank,11.9,3.7,6.7,0,1.3,7.3,0.07,0.18,0.022,0.012,0.007,0.003,0.0011,0.0005,0.0007,0,0.003,0.0012,???? ?????? 387,127.0148592,37.5659291
529,2019,3,07/03/19,Spring,GB,0,DWTP,7.6,0,7,0,1.6,7.3,0.05,0.38,0.012,0.007,0.004,0.001,0,0,0,0,0.005,0,??????????,127.184416,37.594685
530,2019,3,07/03/19,Spring,GB,1,Tap,8.4,31,7,0,1.3,7.5,0.06,0.23,0.02,0.01,0.007,0.003,0.0013,0,0.0008,0,0.007,0.0008,?????? ??????11?? 30,126.9068159,37.6056774
531,2019,3,07/03/19,Spring,GB,2,Tank,9.9,31,7,0,0.9,7.5,0.06,0.15,0.02,0.01,0.007,0.003,0.0016,0,0.0009,0,0.008,0.0009,?????? ??????7?? 49,126.9037143,37.6043078
533,2019,3,07/03/19,Spring,YD,0,DWTP,7.2,0,7,0,1.6,7.2,0.06,0.34,0.017,0.009,0.006,0.002,0,0,0,0,0.004,0,????????????,126.884068,37.547564
534,2019,3,07/03/19,Spring,YD,1,Tap,8.5,3.6,7,0,0.9,7.4,0.07,0.15,0.016,0.009,0.005,0.002,0.0018,0,0.0009,0,0.008,0.0009,?????? ???????? 124,126.8211025,37.5593481
535,2019,3,07/03/19,Spring,YD,2,Tank,9.2,3.6,7,0,1.3,7.3,0.07,0.15,0.018,0.009,0.006,0.003,0.0018,0,0.0009,0,0.008,0.0009,?????? ????????1?? 20,126.8331574,37.5118952
537,2019,2,11/02/19,Winter,GA,0,DWTP,3.8,0,-3,0,1.6,7.3,0.04,0.28,0.014,0.007,0.005,0.002,0.0007,0,0.0006,0,0.006,0.0006,??????????,127.1724669,37.5198224
538,2019,2,11/02/19,Winter,GA,1,Tap,9.7,15,-3,0,1.3,6.9,0.05,0.2,0.015,0.008,0.005,0.002,0.0008,0,0.0007,0,0.007,0.0007,?????? ?????????? 20?? 13,127.102485,37.506195
539,2019,2,11/02/19,Winter,GA,2,Tank,5.3,15,-3,0,1.3,7,0.05,0.2,0.015,0.008,0.005,0.002,0.001,0.0005,0.0007,0,0.007,0.0012,?????? ???????? 445,127.1059173,37.5060826
541,2019,2,11/02/19,Winter,AS,0,DWTP,7.1,0,-3,0,1.6,7.1,0.05,0.37,0.014,0.007,0.005,0.002,0,0,0.0006,0,0.007,0.0006,??????????,127.1419079,37.56223559
542,2019,2,11/02/19,Winter,AS,1,Tap,6.9,15,-3,0,1.3,6.9,0.06,0.27,0.017,0.008,0.006,0.003,0.0009,0,0.0008,0,0.008,0.0008,?????? ?????? 795-25,127.0387954,37.4924958
543,2019,2,11/02/19,Winter,AS,2,Tank,7,14,-3,0,1.6,7,0.05,0.14,0.02,0.009,0.007,0.004,0.0012,0,0.0009,0,0.01,0.0009,?????? ?????? 146-92,127.0465277,37.4925494
545,2019,1,08/01/19,Winter,GU,0,DWTP,3.1,0,-3.5,0,0.9,7.3,0.05,0.32,0.013,0.009,0.004,0,0,0,0,0,0.009,0,??????????,127.093008,37.544212
546,2019,1,08/01/19,Winter,GU,1,Tap,7,5.8,-3.5,0,1.3,7.3,0.05,0.23,0.015,0.008,0.005,0.002,0.0008,0,0.0005,0,0.007,0.0005,?????? ?????? 101?? 20-15,127.079014,37.589735
547,2019,1,08/01/19,Winter,GU,2,Tank,5.9,5.8,-3.5,0,1.6,7.5,0.07,0.18,0.015,0.008,0.005,0.002,0.0011,0,0.0006,0,0.008,0.0006,?????? ?????? 180-1,127.079717,37.590926
549,2019,1,08/01/19,Winter,DD,0,DWTP,3.6,0,-3.5,0,0.9,7.2,0.05,0.38,0.013,0.009,0.004,0,0,0,0,0,0.007,0,??????????,127.0419434,37.5402628
550,2019,1,08/01/19,Winter,DD,1,Tap,6,8.5,-3.5,0,0.9,7.2,0.05,0.18,0.017,0.011,0.005,0.001,0.0005,0,0,0,0.007,0,?????? ?????? 14?? 30,126.95814,37.5759275
551,2019,1,08/01/19,Winter,DD,2,Tank,10.1,8.5,-3.5,0,0.9,7.3,0.06,0.18,0.014,0.009,0.004,0.001,0.0007,0,0,0,0.007,0,?????? ?????? 256,126.9574751,37.575178
553,2018,12,03/12/18,Winter,GB,0,DWTP,8.5,0,11.5,9.5,0.4,7.3,0.05,0.4,0.017,0.011,0.005,0.002,0.0009,0,0.0006,0,0.004,0.0006,??????????,127.184416,37.594685
554,2018,12,03/12/18,Winter,GB,1,Tap,11.1,29.1,11.5,9.5,0,7.2,0.05,0.3,0.014,0.009,0.004,0.001,0.0014,0,0.0008,0,0.007,0.0008,???????? ?????? 13-10,126.9308935,37.5692935
555,2018,12,03/12/18,Winter,GB,2,Tank,10.9,28.7,11.5,9.5,0,7.4,0.05,0.3,0.016,0.01,0.005,0.001,0.0014,0,0.0008,0,0.009,0.0008,???????? ?????? 335,126.9275766,37.566131
557,2018,12,03/12/18,Winter,YD,0,DWTP,11.5,0,11.5,9.5,0.5,7.3,0.05,0.39,0.015,0.01,0.004,0.001,0,0,0,0,0,0,????????????,126.884068,37.547564
558,2018,12,03/12/18,Winter,YD,1,Tap,11.8,6.43,11.5,9.5,0.4,7.2,0.04,0.24,0.016,0.008,0.005,0.002,0.0012,0,0.0008,0,0.007,0.0008,?????? ?????????? 391,126.8309104,37.5325939
559,2018,12,03/12/18,Winter,YD,2,Tank,12.2,6.36,11.5,9.5,0.3,7.3,0.06,0.12,0.017,0.009,0.006,0.002,0.0016,0,0.0009,0,0.009,0.0009,?????? ?????????? 371,126.8299785,37.53425
561,2018,11,06/11/18,Autumn,GA,0,DWTP,15.1,0,12.2,0,1.2,7.13,0.05,0.33,0.02,0.012,0.006,0.002,0.0011,0,0.0008,0,0.003,0.0008,??????????,127.1724669,37.5198224
562,2018,11,06/11/18,Autumn,GA,1,Tap,16.8,6,12.2,0,1.4,7.21,0.08,0.15,0.024,0.014,0.007,0.002,0.0015,0,0.001,0,0.004,0.001,?????? ?????? 187-6,127.134313,37.4940778
563,2018,11,06/11/18,Autumn,GA,2,Tank,17.3,6,12.2,0,1.5,7.02,0.05,0.12,0.026,0.016,0.008,0.003,0.0018,0,0.001,0,0.005,0.001,?????? ?????? 199,127.1335526,37.4919917
565,2018,11,06/11/18,Autumn,AS,0,DWTP,14.5,0,12.2,0,1.8,7.31,0.06,0.58,0.02,0.013,0.005,0.001,0,0,0.0008,0,0.003,0.0008,??????????,127.1419079,37.56223559
566,2018,11,06/11/18,Autumn,AS,1,Tap,17.2,19,12.2,0,2.2,7.34,0.05,0.41,0.023,0.014,0.006,0.002,0.0012,0,0.0011,0,0.005,0.0011,?????? ?????????? 2633,127.0378324,37.4854474
567,2018,11,06/11/18,Autumn,AS,2,Tank,19.3,19,12.2,0,2.3,7.32,0.06,0.29,0.025,0.015,0.007,0.002,0.0014,0,0.0012,0,0.009,0.0012,?????? ?????????? 2633,127.0378324,37.4854474
569,2018,10,01/10/18,Autumn,GU,0,DWTP,17.2,0,15.4,0,1.8,7.1,0.05,0.5,0.025,0.018,0.006,0.002,0,0,0.0009,0,0.003,0.0009,??????????,127.093008,37.544212
570,2018,10,01/10/18,Autumn,GU,1,Tap,24.8,6,15.4,0,2.4,7.7,0.13,0.11,0.032,0.022,0.008,0.002,0.0015,0,0.0012,0,0.004,0.0012,?????? ?????? 570,127.0873293,37.5834422
571,2018,10,01/10/18,Autumn,GU,2,Tank,22.1,6,15.4,0,2.7,7.5,0.07,0.21,0.03,0.019,0.007,0.002,0.0016,0,0.0012,0,0.005,0.0012,?????? ?????? 568-1,127.0862135,37.5835428
573,2018,10,01/10/18,Autumn,DD,0,DWTP,19.4,0,15.4,0,1.9,7.2,0.05,0.54,0.032,0.025,0.006,0.001,0,0,0.0008,0,0.002,0.0008,??????????,127.0419434,37.5402628
574,2018,10,01/10/18,Autumn,GU,1,Tap,21.7,4.66,15.4,0,2.9,7.8,0.11,0.25,0.037,0.026,0.008,0.003,0.0013,0,0.001,0,0.004,0.001,???? ?????? 36?? 42,126.9955791,37.5601579
575,2018,10,01/10/18,Autumn,DD,2,Tank,22.1,5.4,15.4,0,3.2,7.6,0.08,0.14,0.032,0.022,0.008,0.003,0.0017,0,0.0011,0,0.004,0.0011,???? ???????? 9,126.9888488,37.5649697
577,2018,9,03/09/18,Autumn,GB,0,DWTP,23.3,0,23.3,34.5,0.8,7,0.07,0.68,0.019,0.014,0.004,0.002,0.0013,0,0.0012,0,0.006,0.0012,??????????,127.184416,37.594685
578,2018,9,03/09/18,Autumn,GB,1,Tap,23.8,34,23.3,34.5,0.9,7.1,0.08,0.37,0.032,0.023,0.007,0.002,0.0037,0,0.0024,0,0.013,0.0024,?????? ?????? 301,126.9167419,37.623674
579,2018,9,03/09/18,Autumn,GB,2,Tank,23.4,34,23.3,34.5,0.7,7.2,0.1,0.12,0.03,0.021,0.007,0.002,0.0042,0,0.0022,0,0.008,0.0022,?????? ?????? 873,126.9195561,37.6207887
581,2018,9,03/09/18,Autumn,YD,0,DWTP,24.8,0,23.3,34.5,0.7,7,0.07,0.7,0.028,0.021,0.005,0.001,0.0013,0,0.0011,0,0.005,0.0011,????????????,126.884068,37.547564
582,2018,9,03/09/18,Autumn,YD,1,Tap,25.4,4.85,23.3,34.5,0.9,7.1,0.1,0.37,0.037,0.029,0.006,0.001,0.0027,0,0.0022,0,0.015,0.0022,?????? ?????? 351,126.8767614,37.5246179
583,2018,9,03/09/18,Autumn,YD,2,Tank,25.1,9.23,23.3,34.5,0.8,7.3,0.12,0.12,0.031,0.023,0.006,0.002,0.0035,0,0.002,0,0.008,0.002,?????? ?????? 351,126.8767614,37.5246179
585,2018,8,07/08/18,Summer,GA,0,DWTP,25.8,0,30.5,0,4.3,7.16,0.06,0.5,0.049,0.033,0.012,0.004,0.0009,0,0.0006,0,0.008,0.0006,??????????,127.1724669,37.5198224
586,2018,8,07/08/18,Summer,GA,1,Tap,27.5,12,30.5,0,6.4,7.22,0.06,0.15,0.052,0.035,0.013,0.004,0.0018,0,0.001,0,0.01,0.001,?????? ???????? 64?? 42,127.124438,37.4979534
587,2018,8,07/08/18,Summer,GA,2,Tank,29.5,12,30.5,0,3.8,6.88,0.06,0.09,0.054,0.036,0.014,0.004,0.0023,0,0.0009,0,0.008,0.0009,?????? ?????? 123,127.1234827,37.4962469
589,2018,8,07/08/18,Summer,AS,0,DWTP,25.6,0,30.5,0,6,7.11,0.05,0.54,0.039,0.028,0.008,0.002,0,0,0,0,0.004,0,??????????,127.1419079,37.56223559
590,2018,8,07/08/18,Summer,AS,1,Tap,31.3,9.6,30.5,0,4.3,7.27,0.06,0.12,0.05,0.035,0.011,0.003,0.0018,0,0.0008,0,0.007,0.0008,?????? ?????? 81,127.0859826,37.4886619
591,2018,8,07/08/18,Summer,AS,2,Tank,29.5,9.6,30.5,0,4.7,7.32,0.05,0,0.045,0.03,0.01,0.003,0.0021,0,0.0009,0,0.007,0.0009,?????? ?????? 81,127.0859826,37.4886619
593,2018,7,03/07/18,Summer,GU,0,DWTP,22.1,0,27.4,0.1,1.5,7,0.05,0.49,0.029,0.021,0.006,0.001,0,0,0,0,0.002,0,??????????,127.093008,37.544212
594,2018,7,03/07/18,Summer,GU,1,Tap,23.1,1.6,27.4,0.1,1.8,7.3,0.07,0.3,0.031,0.022,0.007,0.002,0.0011,0,0.0008,0,0.005,0.0008,?????? ???? 222-14,127.080952,37.5562089
595,2018,7,03/07/18,Summer,GU,2,Tank,23.9,1.1,27.4,0.1,1.8,7.4,0.07,0.16,0.036,0.025,0.009,0.002,0.0016,0,0.0009,0,0.006,0.0009,?????? ?????? 253-19,127.0832171,37.5447412
597,2018,7,03/07/18,Summer,DD,0,DWTP,22.3,0,27.4,0.1,1.6,7.1,0.05,0.45,0.032,0.024,0.006,0,0,0,0,0,0.001,0,??????????,127.0419434,37.5402628
598,2018,7,03/07/18,Summer,DD,1,Tap,23.2,3.6,27.4,0.1,1.9,7.3,0.09,0.24,0.032,0.023,0.007,0.002,0.0008,0,0.0007,0,0.003,0.0007,?????? ???????? 49,127.0035877,37.5336446
599,2018,7,03/07/18,Summer,DD,2,Tank,23.8,3.7,27.4,0.1,1.8,7.5,0.09,0.19,0.028,0.019,0.007,0.002,0.001,0,0.0007,0,0.003,0.0007,?????? ???????? 59,127.0043068,37.5337071
601,2018,6,05/06/18,Summer,GB,0,DWTP,19.5,0,23.7,0,1.4,7.3,0.05,0.47,0.018,0.012,0.00497,0.001,0.0013,0,0.001,0,0.004,0.001,??????????,127.184416,37.594685
602,2018,6,05/06/18,Summer,GB,1,Tap,20.1,21.9,23.7,0,1.3,7.2,0.05,0.27,0.026,0.017,0.007,0.002,0.0016,0,0.0013,0,0.012,0.0013,???????? ?????? 290,126.9363862,37.5829394
603,2018,6,05/06/18,Summer,GB,2,Tank,19.8,21.9,23.7,0,0.9,7.2,0.06,0.18,0.028,0.018,0.008,0.002,0.0017,0,0.0013,0,0.013,0.0013,???????? ?????? 272,126.9364998,37.5813047
605,2018,6,05/06/18,Summer,YD,0,DWTP,21.3,0,23.7,0,1.4,7.2,0.06,0.6,0.028,0.019,0.007,0.002,0.0013,0,0.001,0,0.006,0.001,????????????,126.884068,37.547564
606,2018,6,05/06/18,Summer,AS,1,Tap,20.5,2.8,23.7,0,1.3,7.3,0.08,0.42,0.029,0.019,0.007,0.002,0.0014,0,0.0011,0,0.009,0.0011,?????? ?????? 312,126.8720188,37.5247121
607,2018,6,05/06/18,Summer,AS,2,Tank,21.1,2.9,23.7,0,1.2,7.4,0.08,0.13,0.036,0.024,0.009,0.002,0.0016,0,0.0012,0,0.01,0.0012,?????? ?????? 300,126.8699169,37.5243479
609,2018,5,02/05/18,Spring,GA,0,DWTP,16.7,0,15.1,12,1.7,7.42,0.06,0.39,0.026,0.017,0.007,0.002,0.001,0.0007,0.0008,0,0.003,0.0015,??????????,127.1724669,37.5198224
610,2018,5,02/05/18,Spring,GA,1,Tap,16.8,10,15.1,12,1.9,7.11,0.05,0.29,0.028,0.018,0.007,0.002,0.0014,0.0007,0.001,0,0.006,0.0017,?????? ?????? 260,127.1153,37.5307499
611,2018,5,02/05/18,Spring,GA,2,Tank,15.6,10,15.1,12,2,7.34,0.07,0.19,0.029,0.019,0.008,0.002,0.0017,0.0007,0.0012,0,0.007,0.0019,?????? ?????? 137,127.1264049,37.5344337
613,2018,5,02/05/18,Spring,AS,0,DWTP,17.3,0,15.1,12,2.3,7.44,0.06,0.39,0.028,0.018,0.008,0.002,0.0009,0,0.0008,0,0.004,0.0008,??????????,127.1419079,37.56223559
614,2018,5,02/05/18,Spring,AS,1,Tap,17.8,8.8,15.1,12,1.7,7.3,0.05,0.24,0.03,0.018,0.009,0.003,0.0013,0.0008,0.001,0,0.006,0.0018,?????? ?????? 89-2,127.059692,37.5172622
615,2018,5,02/05/18,Spring,AS,2,Tank,17.4,11.4,15.1,12,1.6,7.5,0.06,0.1,0.029,0.018,0.009,0.003,0.0022,0.0007,0.0012,0,0.008,0.0019,?????? ?????? 146-92,127.0465277,37.4925494
617,2018,4,03/04/18,Spring,GU,0,DWTP,13.1,0,17.8,0.1,1.4,7.1,0.06,0.37,0.029,0.018,0.008,0.002,0.0007,0,0,0,0.003,0,??????????,127.093008,37.544212
618,2018,4,03/04/18,Spring,GU,1,Tap,14.1,4.3,17.8,0.1,1.6,7.16,0.05,0.33,0.03,0.018,0.009,0.003,0.001,0,0,0,0.006,0,?????? ?????? 541,127.0703778,37.5349189
619,2018,4,03/04/18,Spring,GU,2,Tank,13.9,4,17.8,0.1,1.7,7.05,0.11,0.14,0.03,0.017,0.009,0.003,0.0012,0,0.0005,0,0.009,0.0005,?????? ?????? 120-1,127.072107,37.5404425
621,2018,4,03/04/18,Spring,DD,0,DWTP,13.2,0,17.8,0.1,1.1,7.1,0.06,0.42,0.027,0.018,0.007,0.001,0.0006,0,0,0,0.003,0,??????????,127.0419434,37.5402628
622,2018,4,03/04/18,Spring,DD,1,Tap,14.5,7.5,17.8,0.1,1.2,6.72,0.05,0.3,0.031,0.02,0.009,0.002,0.0008,0,0,0,0.004,0,?????? ??????1?? 13,126.9649327,37.5683239
623,2018,4,03/04/18,Spring,DD,2,Tank,15.5,7.3,17.8,0.1,1.5,7.05,0.06,0.13,0.033,0.02,0.01,0.003,0,0,0.0005,0,0.007,0.0005,?????? ???????? 9,126.9669836,37.5673883
625,2018,3,07/03/18,Spring,GB,0,DWTP,7.5,0,6.4,0.5,0.8,7.1,0.05,0.45,0.014,0.009,0.005,0.001,0.0005,0,0,0,0.009,0,??????????,127.184416,37.594685
626,2018,3,07/03/18,Spring,GB,1,Tap,6.8,25,6.4,0.5,0.4,7.2,0.05,0.29,0.02,0.012,0.006,0.002,0.0012,0,0.0007,0,0.012,0.0007,???????? ?????? 176-6,126.9462312,37.5876208
627,2018,3,07/03/18,Spring,GB,2,Tank,9.8,25,6.4,0.5,0.9,7.3,0.06,0.16,0.022,0.013,0.007,0.002,0.0013,0,0.0008,0,0.015,0.0008,???????? ?????? 459,126.9495882,37.5876589
629,2018,3,07/03/18,Spring,YD,0,DWTP,6,0,6.4,0.5,0.8,7.2,0.04,0.43,0.015,0.009,0.005,0.001,0.0008,0,0.0006,0,0.011,0.0006,????????????,126.884068,37.547564
630,2018,3,07/03/18,Spring,YD,1,Tap,7.2,4.6,6.4,0.5,0.9,7.2,0.05,0.19,0.02,0.011,0.006,0.002,0.0017,0,0.001,0,0.015,0.001,?????? ?????? 335,126.8405038,37.5692343
631,2018,3,07/03/18,Spring,YD,2,Tank,8.7,3.5,6.4,0.5,0.5,7.2,0.05,0.27,0.018,0.011,0.006,0.002,0.0014,0,0.0008,0,0.015,0.0008,?????? ???????? 156,126.8706555,37.5194825
633,2018,2,06/02/18,Winter,GA,0,DWTP,3.9,0,-10.1,0,1.2,7.2,0.04,0.32,0.013,0.008,0.004,0.001,0.0014,0,0.001,0,0.009,0.001,??????????,127.1724669,37.5198224
634,2018,2,06/02/18,Winter,GA,1,Tap,4.2,12,-10.1,0,0.8,7.1,0.05,0.26,0.014,0.008,0.004,0.001,0.0015,0,0.0011,0,0.009,0.0011,?????? ?????? 22?? 35,127.1153,37.5307499
635,2018,2,06/02/18,Winter,GA,2,Tank,12.5,12,-10.1,0,0.8,7.1,0.05,0.17,0.017,0.01,0.005,0.002,0.0022,0,0.0014,0,0.011,0.0014,?????? ?????? 22?? 42,127.1168309,37.5321392
637,2018,2,06/02/18,Winter,AS,0,DWTP,3.1,0,-10.1,0,1.3,7.1,0.04,0.46,0.013,0.008,0.004,0.001,0.0014,0,0.001,0,0.011,0.001,??????????,127.1419079,37.56223559
638,2018,2,06/02/18,Winter,AS,1,Tap,5.8,9.6,-10.1,0,1.1,7.1,0.04,0.24,0.014,0.009,0.004,0.001,0.0018,0,0.0011,0,0.015,0.0011,?????? ?????? 109?? 5,127.0752156,37.4941844
639,2018,2,06/02/18,Winter,AS,2,Tank,15.1,9.6,-10.1,0,1.4,7.3,0.28,0.1,0.021,0.012,0.007,0.002,0.0022,0,0.0012,0,0.016,0.0012,?????? ?????? 980-9,127.0641674,37.5022565
641,2018,1,02/01/18,Winter,GU,0,DWTP,5.4,0,-1.8,0,1.6,7.4,0.06,0.38,0.018,0.011,0.005,0.001,0,0,0,0,0.008,0,??????????,127.093008,37.544212
642,2018,1,02/01/18,Winter,GU,1,Tap,6.3,3.8,-1.8,0,1.5,7.3,0.04,0.27,0.018,0.011,0.006,0.002,0.0006,0,0,0,0.01,0,???????? ?????? 11?? 18,127.0613269,37.5674215
643,2018,1,02/01/18,Winter,GU,2,Tank,8,3.9,-1.8,0,1.5,7.3,0.05,0.1,0.021,0.012,0.007,0.002,0.001,0,0.0005,0,0.011,0.0005,???????? ?????? 11?? 10-1,127.0610576,37.5681941
645,2018,1,02/01/18,Winter,DD,0,DWTP,5,0,-1.8,0,0.9,7.4,0.05,0.37,0.017,0.012,0.004,0.001,0,0,0,0,0.004,0,??????????,127.0419434,37.5402628
646,2018,1,02/01/18,Winter,DD,1,Tap,3.8,2.9,-1.8,0,1.1,7.4,0.04,0.28,0.018,0.012,0.005,0.001,0,0,0,0,0.007,0,???? ?????? 36?? 100,127.019505,37.5592001
647,2018,1,02/01/18,Winter,DD,2,Tank,4.6,3,-1.8,0,0.8,7.4,0.04,0.23,0.02,0.013,0.006,0.002,0,0,0,0,0.008,0,???? ?????? 36?? 110,127.019505,37.5592001
649,2017,12,05/12/17,Winter,GB,0,DWTP,9.4,0,-4.2,0.1,1,7.2,0.04,0.43,0.012,0.009,0.003,0,0.0009,0,0.0007,0,0.005,0.0007,??????????,127.184416,37.594685
650,2017,12,05/12/17,Winter,GB,1,Tap,10.6,20.9,-4.2,0.1,1,7.2,0.05,0.32,0.017,0.011,0.004,0.001,0.0016,0,0.001,0,0.01,0.001,???????? ?????? 34?? 19,126.9487722,37.5858104
651,2017,12,05/12/17,Winter,GB,2,Tank,10.7,21.5,-4.2,0.1,0.9,7.5,0.05,0.15,0.021,0.014,0.005,0.001,0.0021,0,0.0014,0,0.014,0.0014,???????? ?????? 48???? 15,126.9411861,37.595485
653,2017,12,05/12/17,Winter,YD,0,DWTP,8.9,0,-4.2,0.1,1,7.2,0.04,0.41,0.013,0.01,0.003,0.001,0.0009,0,0.0007,0,0.003,0.0007,????????????,126.884068,37.547564
654,2017,12,05/12/17,Winter,YD,1,Tap,10.6,3.9,-4.2,0.1,0.9,7.4,0.04,0.35,0.016,0.011,0.004,0.001,0.0016,0,0.0011,0,0.012,0.0011,?????? ?????? 65,126.848903,37.5692246
655,2017,12,05/12/17,Winter,YD,2,Tank,11.4,3.4,-4.2,0.1,1.6,7.6,0.06,0.1,0.021,0.014,0.006,0.001,0.0024,0,0.0012,0,0.015,0.0012,?????? ???????? 301-5,126.869442,37.5201743
657,2017,11,08/11/17,Autumn,GA,0,DWTP,15.4,0,13.1,0,2.4,7.2,0.04,0.39,0.023,0.015,0.006,0.002,0,0,0,0,0.004,0,??????????,127.1724669,37.5198224
658,2017,11,08/11/17,Autumn,GA,1,Tap,16.2,24.5,13.1,0,2.1,7.2,0.05,0.27,0.026,0.016,0.007,0.002,0.0005,0,0,0,0.005,0,?????? ?????? 80-19,127.1287623,37.4822245
659,2017,11,08/11/17,Autumn,GA,2,Tank,17.8,24.5,13.1,0,1.5,6.9,0.05,0.16,0.03,0.019,0.009,0.002,0.0011,0,0,0,0.007,0,?????? ?????? 837,127.1296336,37.4818025
661,2017,11,08/11/17,Autumn,AS,0,DWTP,16.1,0,13.1,0,2.6,7.2,0.04,0.51,0.02,0.014,0.005,0.001,0,0,0,0,0.002,0,??????????,127.1419079,37.56223559
662,2017,11,08/11/17,Autumn,AS,1,Tap,15,24.5,13.1,0,2,7.2,0.05,0.37,0.023,0.014,0.006,0.002,0,0,0,0,0.005,0,???????? ????6?? 4224,126.9098355,37.4993327
663,2017,11,08/11/17,Autumn,AS,2,Tank,17.1,25,13.1,0,1.9,7.3,0.06,0.3,0.025,0.016,0.007,0.002,0.001,0,0,0,0.008,0,???????? ?????????? 9?? 5,126.914426,37.4972623
665,2017,10,10/10/17,Autumn,GU,0,DWTP,21.9,0,21.4,0.4,2.5,7.34,0.04,0.38,0.027,0.021,0.007,0.002,0,0,0,0,0.003,0,??????????,127.093008,37.544212
666,2017,10,10/10/17,Autumn,GU,1,Tap,21,0.5,21.4,0.4,2.6,7.32,0.04,0.27,0.032,0.023,0.007,0.002,0.0006,0,0,0,0.004,0,?????? ???????? 66?? 8,127.0971341,37.5410448
667,2017,10,10/10/17,Autumn,GU,2,Tank,22.7,0.8,21.4,0.4,2.6,7.41,0.06,0.14,0.035,0.024,0.008,0.002,0.0008,0,0,0,0.004,0,?????? ???????? 502,127.097272,37.5413438
669,2017,10,10/10/17,Autumn,DD,0,DWTP,21.7,0,21.4,0.4,2.3,7.21,0.06,0.42,0.034,0.028,0.005,0.001,0,0,0,0,0.003,0,??????????,127.0419434,37.5402628
670,2017,10,10/10/17,Autumn,DD,1,Tap,22.6,3.2,21.4,0.4,2.4,7.44,0.06,0.29,0.036,0.028,0.006,0.002,0.0005,0,0,0,0.004,0,?????? ???????? 136,126.970421,37.5314056
671,2017,10,10/10/17,Autumn,DD,2,Tank,22.6,2.7,21.4,0.4,1.8,7.45,0.06,0.11,0.036,0.027,0.007,0.002,0.0008,0,0,0,0.004,0,?????? ???????? 103,127.0107584,37.5355967
673,2017,9,07/09/17,Autumn,GB,0,DWTP,22.7,0,22.4,0,2,7,0.04,0.53,0.027,0.022,0.005,0.001,0,0,0,0,0.004,0,??????????,127.184416,37.594685
674,2017,9,07/09/17,Autumn,GB,1,Tap,23.6,1,22.4,0,2.1,7.3,0.05,0.22,0.035,0.027,0.007,0.001,0.0021,0,0.0019,0,0.01,0.0019,?????? ???????? 4?? 25-2,126.9259231,37.5951126
